Date,Score(%),Article
2023-06-23,-3.03,雄獅旅行社看好郵輪旅遊市場，今年與同業合包「歌詩達郵輪莎倫娜號」推出24趟次海上假期，明（2024）年更多管齊下，與同業合包「MSC地中海榮耀號」和「奇寶郵輪南極追夢號」，並攜手全球前三大郵輪集團之一的挪威郵輪控股集團，獨家引進防疫期間斥資1億美元改裝的「挪威奮進號」（Norwegian Spirit），推出26趟次三至九天不等海上假期，期能創造更大營運動能，衝高營收。
2023-06-27,-5.3,知名旅遊部落客高睿騰，去年剛創辦奢華旅遊品牌，擔任首席執行官，提供環遊世界、私人飛機等高端服務，加入會員必須要有3千萬以上的資產，每趟行程要價上百萬元，還跟國內知名旅行社雄獅是合作夥伴，原先頂著哈佛光環服務消費者，但卻被爆出假學歷，甚至花錢買學位，對此高睿騰發聲明，自己從未宣稱從哈佛商學院畢業。知名旅遊部落客高睿騰，去年剛創辦奢華旅遊品牌，擔任首席執行官，提供環遊世界、私人飛機等高端服務，加入會員必須要有3千萬以上的資產，每趟行程要價上百萬元，還跟國內知名旅行社雄獅是合作夥伴，原先頂著哈佛光環服務消費者，但卻被爆出假學歷，甚至花錢買學位。
2023-07-07,-4.33,有民眾參加雄獅旅行團，包含企業旅遊跟散客，一團共24人，6/18-6/25在印度八日遊，準備搭回程班機時，被機場人員告知「機票過期」原來旅行社訂成前一天的機票，害這群旅客滯留印度1天，根據旅客說法，雄獅要求他們簽行程變更同意書，後續想求償，電話瘋狂轉接，根本就是踢皮球，對此雄獅回應，已經在積極協商中。2023來到下半年，只剩下兩大假期，3天的中秋連假、以及4天國慶連假，怎麼休假出國旅遊，以中秋節來說(9月29日至10月1日)，請假4天(9月25至9月28日)，就能連休9天；雙十節(10月7日至10月10日)請假3天(10月11日至10月13日)，也能休9天，不過如果想從中秋節，一路休到雙十節，請假5天(10月2日至10月6日)，可以直接連休12天。許多民眾出國遊玩選擇跟旅行社的團，就能夠無腦輕鬆玩不用自己安排行程、交通和食宿。不過有民眾參加「全國最大的旅行社」的印度8日遊，卻在最後一天要回台灣搭飛機時，發現旅行社把他們的機票訂錯日期，導致全團24人必須多滯留一天，影響在台灣的工作，甚至指控領隊還騙他們簽旅遊期間行程變更同意書。
2023-07-07,-0.64,"雄獅董事長王文傑。（雄獅提供）〔記者王憶紅／台北報導〕雄獅（2731）6月營業收入21.97億元，月增24%、年增17.44倍，第2季營收55.03億元，季增67.2 %，累計上半年營收87.96億元，年增8.07倍，今股價開高走高，一度觸及168.5元，漲近半根停板，截至9點30分，股價在165.5元高檔震盪。雄獅受惠政府解除國外組團禁令，觀光需求活絡帶動營收增長，6月較去年同期成長幅度較高，而第3季暑假旺季到來，雄獅暑假檔期歐洲7至9月幾乎完銷，目前訂單已收至第4季，預估歐洲今年度將恢復90%，東北亞及東南亞7月賣況也達80%以上，全年樂觀以對。請繼續往下閱讀...另外，雄獅轉投資公司旅天下預計8月登錄興櫃，雄獅將有釋股收益。旅天下指出，5月起攜手台灣虎航獨家包機直飛函館，每週4班來回、平均載客率超過90%，銷售成績不俗，而看好接下來的秋冬主題和連假旅遊商機，已簽訂延長包機計畫，原定10月約滿到期，現將延長至明年3月底， 未來不排除再增加航次，並朝更多日本二、三線城市邁進，擴大產品服務能量。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-07-25,-0.25,"旅行社業者樂觀期待第四季業績。（雄獅提供）〔記者王憶紅／台北報導〕受惠暑假旺季，旅行社業者7、8月都可望繳出一張漂亮的成績單，並預估第四季日、韓進入賞楓旺季，以及雙十等連假商機，樂觀看待第四季表現。雄獅旅遊表示，適逢疫後第一個暑假，出國旅遊需求大增，受限於全球航班運能及機場人力尚未完全恢復，今年暑假營收表現恢復至2019年約70%水準，除日、韓表現亮麗外，暑假檔期歐洲線幾乎完銷，目前訂單已收至第四季，預估歐洲今年度將恢復90%，並看好秋冬旅遊及雙十、跨年等連假商機，對第四季表現抱持樂觀期待。請繼續往下閱讀...五福也指出，目前上半年出團人數，已回復到2019年的65%左右，10-11月日韓賞楓，以及企業旅遊，也看好第四季表現。易飛網指出，今年截至目前為止出國旅遊潮已恢復至疫情前約60-70%水準，並且持續升溫中。易飛網下半年將加強季節性的日韓及東南亞短線包機，並將佈局重點瞄準中東及歐洲航線，首波規畫以「極光」及「特色聖誕市集」為主題的歐洲旅遊，並將代理阿聯假期，帶旅人前往杜拜、摩洛哥與突尼西亞等中東旅遊熱點，同時擴大服務版圖，進軍遊輪市場，推出歌詩達莎倫娜號規劃春季日韓賞櫻遊程，易飛網策略擴大旅遊版圖，更完善的提供市場需求，對於第四季將有相當高的期待。燦星旅表示，去年10月開始實施0+7後，上半年報名人次成長812%，恢復2018年的42%，而前往日本旅客6月後陸續詢問秋季甚至冬季行程，燦星旅將陸續拓展包機業務，搶攻第四季商機。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-07-27,-0.49,"旅天下上半年EPS 3.14元 （旅天下提供）〔記者王憶紅、實習記者謝婷伊／台北報導〕雄獅（2731）轉投資旅天下（6961）上半年繳出一張漂亮的成績單，上半年營收為9.93億元，毛利率11.16%，稅後淨利0.46億，無論是毛利率或是稅後淨利，皆已超越疫情前，每股盈餘達3.14元。旅天下總經理李嘉寅表示，今年6月營收2.74億元，首度高出疫情前2019年同期，在看好下半年表現下，預計今年營收可恢復疫情前水準。市場法人則指出，旅天下5月搶攻包機市場，6月營收明顯提升，預期下半年營收可望明顯增加，帶動全年獲利可望創新高。旅天下每股獲利歷史新高是2019年的5.58元。請繼續往下閱讀...旅天下是國內首創採取加盟經營的旅行社，預計7月31日登錄興櫃。李嘉寅說明，旅天下是採取共享品牌策略，除了有自營產品外，也透過通路門店加盟及產品平台加盟的經營模式。旅天下目前全台通路門店共35家，預計年底到50家，產品加盟則有50家，期望到2025年，無論是通路門店或產品平台，皆可達到100家。李嘉寅表示，今年上半年各產品線營業額中，以日本55.27%為最大宗，東南亞佔比11.3%，韓國佔比10.4%，長程線（如歐洲）佔比14.87%。李嘉寅認為，旅天下的長線產品具有潛力，期待未來長程線的營收佔比可達到20%。在毛利率方面，日本毛利率13%，韓國12%。東南亞比較低約7%，而長程線因歐洲機位、飯店比較貴，因此上半年毛利率較低，未來可望回到過去較高的水準，中國線毛利率則是中間值往下一點。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法旅天下7月31日登錄興櫃，大股東雄獅董事長王文傑期許旅天下要超越雄獅。（記者王憶紅攝）〔記者王憶紅／台北報導〕雄獅（2731）轉投資旅天下（6961）今日舉行興櫃前法說，雄獅董事長王文傑指出，疫後讓雄獅更加思考，雄獅是往生活產業「品牌」方向發展，旅天下走「平台化」發展，台灣過去並沒有其他旅遊業者能做到平台化，旅天下應該走出自己生態系的位置，透過平台改變旅遊生態系。旅天下的創新模式將以台灣為起點，引領產業朝向國際化發展，現在已在著手佈局東南亞，希望為台灣旅遊產業找到出路。身為大股東的王文傑說，期許旅天下要超越雄獅。旅天下預計7月31日登錄興櫃，旅天下資本額1.52億元，雄獅持股約50.88%。雄獅今日以上漲6.5元的166.5元作收。請繼續往下閱讀...王文傑說，服務業是台灣產業發展的未來，也是能體現高附加價值的產業，隨著國際觀光重啟，旅遊生活服務產業面臨新的機會與挑戰，雄獅持續推動轉型，朝向具國際化、數位化、資本化的生活產業集團邁進，由線上結合線下實體場域，深入推進國際化佈局，同時藉由資本擴大生態圈，推動旅遊新創，促進產業升級。王文傑表示，隨著現今已邁入共享經濟的時代，台灣旅遊業者具有強韌中小企業的特性，旅天下的創新讓有能力的業者共同擁有品牌，品牌是屬於加盟商的，不是屬於旅天下，這非常重要。期許旅天下走入資本市場後，取得更優質與獨特的供應商資源，為消費者提供多元的產品與服務，為加盟商創造財富與價值。雄獅和旅天下作為台灣觀光產業的一份子，會持續積極投入資源，將台灣觀光推向國際舞臺。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-07-30,-2.15,"暑假旺季來臨，，雖然全球航班運能尚未完全恢復，但團費成長20%下，多家旅行社營收已恢復至疫情前70%-90%水準。
（記者靳昌玲攝）記者王憶紅／專題報導疫後第一個暑假，出國旅遊需求大增，旅行社雖然受限於全球航班運能及機場人力尚未完全恢復，但在團費較疫情前成長20%下，多家旅行社今年暑假營收表現恢復至2019年約70%-90%水準。除暑假旺季外，第四季有日韓賞楓，以及雙十連假、企業旅遊帶動，旅行社業者對第四季樂觀看待。雄獅旅遊（2731）表示，受惠暑假國人出國旅遊意願強烈，預估今年暑假營收可恢復到2019年約70%水準，而熱門目的地以歐洲、日本為主。其中，暑假檔期歐洲線幾乎完銷，目前訂單已收至第四季，預估歐洲線今年業績將恢復90%。日本線的東京、大阪仍為國人遊日首選，樂園類商品符合親子需求最為熱銷，另有不少旅客已搶先訂購賞楓行程，其中以東北、北陸的詢問度最高。請繼續往下閱讀...鳳凰（5706）第三季出團人次已經恢復到疫情前90%，團費則上漲20%。燦星旅（2719）上半年東北亞和東南亞出團人次已恢復至2018年的42%，而暑假出團人次相較疫情前則恢復82%，在團費方面，平均團費較疫情前多2,000元，但日本團費則較疫情前增加近5,000元。五福（2745）上半年出團人數，已回復到2019年的65%左右。五福表示，相較之前，7月進單速度相當快，以日韓為主，但因為機位不足，改推越南峴港旅遊；而10-11月為日韓賞楓、企業旅遊旺季，因此也看好第四季表現。五福表示，目前團費較疫情前成長30-40%，預估高團費可到明年農曆過年。易飛網（2734）截至7月下旬為止，出國旅遊訂單已恢復至疫情前約60-70%水準，並且持續升溫中。易飛網表示，今年暑假檔期相較疫情前，自由行及家族小包團旅遊的需求增加。另外，除日韓旅遊持續暢旺，東南亞包含越南峴港、菲律賓長灘島及巴拉望等地，以水上活動為主軸的海島國家詢問度也高漲，海島旅遊為暑期的剛性需求，即便旅費稍漲，旅客仍趨之若鶩。易飛網下半年將加強季節性的日韓及東南亞短線包機，並將佈局重點瞄準中東及歐洲航線，對於第四季有相當高的期待。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-08-01,0.54,"旅天下總經理李嘉寅。（旅天下提供）〔記者王憶紅／台北報導〕雄獅（2731）轉投資旅天下（6961） 蜜月行情上演，繼昨（31）日登錄興櫃首日漲幅高達113%後，今日在盤中一度衝高到133元，而後在125元、漲幅約3.5%上下游走。旅天下登錄興櫃參考價為每股56.8元，早盤以72元開出，盤中最高來到155元，漲幅達172.89%，終場以121.4元作收。請繼續往下閱讀...旅天下是採取共享品牌策略，除了有自營產品外，也透過通路門店加盟及產品平台加盟的經營模式。旅天下目前全台通路門店共35家，預計年底到50家，產品加盟則有50家，期望到2025年，無論是通路門店或產品平台，皆可達到100家。旅天下上半年營收為9.93億元，毛利率11.16%，稅後淨利0.46億，每股盈餘達3.14元。市場法人則指出，旅天下5月搶攻包機市場，6月營收明顯提升，預期下半年營收可望明顯增加，帶動全年獲利可望創新高。旅天下每股獲利歷史新高是2019年的5.58元。旅天下表示，2023年布局多個路線，除了5月攜手台灣虎航（6757），獨家取得日本花卷、函館包機席次，目前冬季航班也已開放預訂，函館、花卷機位銷售情況熱絡，訂單已看至2024年第1季；同時，將加強佈局東南亞版圖，如熱門的越南峴港、富國島等，皆有加入包銷行列，並擬持續擴大包機佈局，且未來會強化長程航線拓展。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-08-02,-1.69,疫後觀光旅遊業逐漸復甦，旅遊業者置產布局也更加積極，根據最新實價揭露，可樂旅遊於今年3月以約1.6億元買下台北市中山區「台肥大樓」12樓，坪數約180.3坪，成交單價98.5萬元，創該大樓實價登錄以來新高紀錄。
2023-08-10,0.85,"雄獅第二季每股獲利2.37元，季增1.02倍。（雄獅提供）〔記者王憶紅／台北報導〕雄獅（2731）第二季營收55.04億元，年增1201.29%、季增67.22%，稅後淨利2.25億元，每股盈餘2.37元，季增1.02倍，上半年累計營收87.96億元，年增807.43%，稅後淨利3.18億元，每股盈餘3.54元。雄獅旅遊指出，今年上半年團體旅遊表現亮眼，以歐洲、日本、東南亞為大宗，也因航空公司班機少、旅客需求強、日幣匯率走貶毛利增加等因素，2023年團體獲利表現優於2019年。此外，隨著商務差旅市場恢復，機票營收大幅成長，以及因廉價航空擴增航點帶動自由行旅客增加，海外飯店訂房需求同步成長。請繼續往下閱讀...展望下半年，雄獅表示，持續擴編歐洲、日本等海外公司人力，以消化日益增加的旅遊需求，並且提早運作2024年飯店及元件採購。同時積極發展高端旅遊市場，包含獨家的日本九州七星、TRAIN SUITE四季島、曙光瑞風三大頂級觀光列車之包列趟次，以及極地遊輪Seabourn Pursuit「南極追夢號」、英國聖安卓（St. Andrews）球場高爾夫球商品等。雄獅7月合併營收22.88億元，年增1058.03%、月增4.11%，再創疫後新高。雄獅旅遊分析，7月營收受惠於暑假親子旅遊熱潮，歐洲、日本、郵輪皆表現亮眼，其中歐洲線自6月起營收已超過2019年同期表現，郵輪線今年暑假航次也已完銷，開始提前佈局2024年挪威奮進號包船。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法受惠暑假7月旺季，航空公司恢復航班，出團人次增加，加上團費上漲20-30%，旅行社第3季營收將明顯成長。圖為7月台北國際旅展爆滿人潮。（資料照，記者方賓照攝）〔記者王憶紅／台北報導〕受惠暑假7月旺季，旅行社多繳出亮麗營收成績單，其中雄獅（2731）7月營收月增4%，再創疫情以來新高，而旅天下（6961）月增22.26%，再創歷史新高。市場人士表示，隨著航空公司陸續恢復航班，出團人次增加，再加上目前團費約較疫情前上漲20-30%，旅行社第3季營收將明顯成長，而第4季航班運能再增加，且秋季各地賞楓潮、雙十、跨年等連假商機，也讓旅行業第4季業績不看淡。請繼續往下閱讀...在財報方面，截至昨日為止，旅行社股除燦星旅（2719）因認列應收帳款損失，及普吉島包機前2個月情況不如預期，導致第2季單季每股虧損0.09元，其餘獲利皆相對亮麗。多數旅行社第2季獲利都較第1季明顯成長，其中五福（2745）第2季毛利率10.8%，稅後盈餘0.76億元，每股稅後盈餘（EPS）2.26元，較第1季暴增1.56倍。上半年毛利率11.27%，稅後盈餘1.06億元，EPS為3.17元。鳳凰（5706）第2季稅後淨利6608萬元，EPS為0.91元，不僅較首季轉虧轉盈，更創15個季度來新高，累計上半年稅後淨利5607萬元，EPS為0.79元。山富（2743）自結上半年EPS為5.14元，其中第2季EPS為3.12元，較第1季的2.02元，季增54%。旅行社也陸續公布7月營收，其中雄獅7月營收22.88億元，月增4%、年增10.58倍，累計1-7月營收110.84億元，年增8.49倍。旅天下7月營收3.35億元，月增22.26%、年增29.21倍，累計1-7月營收13.28億元，年增19.65倍。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-08-14,-2.56,"2022年薪資最差的20家上市櫃公司記者楊雅民／專題報導以迴轉壽司聞名的亞洲藏壽司，非主管全時員工薪資中位數僅45.7萬元。（記者楊雅民攝）高科技員工年薪令人稱羨，而上市櫃「薪情」最差的公司幾乎全被觀光餐旅業吞下，年薪最差的10家公司中，有5家餐飲業、3家旅行業，主要是觀光和餐飲業有高達65%至80%是部份工時的員工，狠狠的拉下員工平均薪資水準。去年員工平均年薪最差的10家公司分別是以經營摩斯漢堡聞名的安心食品（1259），5,311名員工平均年薪僅27.8萬元、亞洲藏壽司（2754）平均年薪僅31.8萬元、以韓式料理崛起的豆府（2752）1,778名員工平均年薪34.9萬元、瓦城（2729）3,221名員工平均年薪35.6萬元。請繼續往下閱讀...五福（2745）、松崗（6240）、寛寬宏藝術（6596）平均年薪分別為36.7萬元、38.5萬元、38.5萬元，其餘包括宏易（4530）、天蔥（2740）、山富（2743）、北基（8927）、寶雅（5904）、斂湖山（5701）、亞都麗緻（5703）、南仁湖（5905）、順發（6154）、振宇五金（2947）、杏一（4175）、大樹（6469）、全家（5903）等觀光餐旅和零售業者，員工平均年薪都不到50萬元。上市公司員工平均年薪倒數第一名則由鳳凰（5706）拿下，去年平均年薪僅29.6萬元、三商家購（2945）、大魯閣（1432）、全國加油站（9937）員工平均年薪分別為35.5萬元、38.5萬元、39.6萬元。其餘包括三洋電（1614）、大飲（1213）、天仁（1233）、王品（2727）、興泰（1235）、六福（2705）、好樂迪（9943）、麗嬰房（2911）、夏都（2722）、恆大（1325）、山水林（8473）、利奇（1517）、錩泰（1541）、力山（1515）、萬企（2701）、佳和（1449）、易華電（6552）、燦坤（2430）、新鋼（2032）、阿瘦（8443）、銘旺科（2429）、華園（2702）、元翎（4564）等公司員工平均年薪都不到50萬元。若扣除部份工時員工，統計非擔任主管的全時員工薪資中位數，上市櫃公司仍有超過130家非擔任主管旳全時員工薪資中位數不到50萬元。去年非擔任主管全時員工薪資中位數倒數第一名由銘旺科拿下，僅32.1萬元；三商家購（2945）倒數第二名，僅35.8萬元；大飲38.4萬元、遠雄來（2712）38.4萬元、潤泰新（9945）38.6萬元。其餘包括夏都、錩泰、科風（3043）、新天地（8940）、宏亞（1236）、雄獅（2731）、車王電（1533）、橋樁（2062）、雲品（2748）、官田鋼（2017）、嘉裕（1417）、寒舍（2739）、好樂迪、農林（2913）。甚至是疫情期間因航海王股價飆張紅翻天的台驊投控（2636），非擔任主管全時員工薪資中位數都不到50萬元，台驊投控僅49.3萬元。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法台積電為了搶人才，大幅調薪，員工去年平均薪資成長至317.5萬元。
（路透）記者楊雅民／專題報導肺炎疫情造成全球企業長達3年的動盪，過去3年多數企業受到疫情影響，國內不少上市櫃公司員工平均薪水都「倒退嚕」。只有令人稱羨的海運業、晶片公司，反而受惠疫情，運費上漲、晶片短缺價格翻漲，員工荷包大進補，成為少數因疫情員工「薪情」大好的產業。根據公開資訊觀測站揭露，2021年全體上市公司員工平均薪資為125.3萬元、全體上櫃公司員工平均薪資為88.8萬元；2022年上市、上櫃公司全體員工平均薪資微增至127.1萬元和90.8萬元，增幅分別為1.44%和2.25%。請繼續往下閱讀...2021年員工平均薪資破百萬元的台泥（1101）和嘉泥（1103），去年受中國封控影響，獲利大縮水，員工平均薪資失守百萬元。嘉泥員工平均薪資更一口氣從155.3萬元縮水至94.7萬元，減幅達39%。塑化業南亞（1303）、台聚（1304）、華夏（1305）、台達化（1309）、台苯（1310）、國喬（1312）、聯成（1313）、中石化（1314）等公司，疫情期間因營運成本大增，去年員工平均薪資也較前年縮水13~19%，國喬則由前年的156.7萬元大減至84.7萬元，減幅達45.9%，中石化則從123.4萬元縮水至81.7萬元，年減33.8%。鋼鐵業員工去年平均薪資也呈現減多增少的情況，鋼鐵業金飯碗中鋼（2002）平均年薪從前年的246.6萬元大減為166.4萬元，減幅逾3成；中鴻平均薪資也年減近45%。金控業去年員工平均薪資也多數衰退，開發金（2883）、元大金（2885）平均薪資年減幅達25~30%；中信金（2891）和國票金（2889）年減幅度分別為21.3%和28.8%，台新金（2887）、新光金（2888）、永豐金（2890）也「倒退嚕」。疫情期間股價狂飆的貨櫃三雄，受惠於運費飆漲，員工薪資也水漲船高，長榮（2603）、陽明（2609）、萬海（2615）2019年員工平均薪資分別僅163.4萬元、149.8萬元、177.9萬元，去年則已大幅攀升至455.3萬元、321.6萬元、302.5萬元，員工形容，「做3年爽賺過去10年」。半導體業去年薪資則各有消長，台積電（2330）為了搶人才，高達約6.1萬名員工大幅調薪，帶動員工去年平均薪資從前年的246.3萬元成長至317.5萬元，年增28.9%，並引爆其它產業跟進調薪搶人。老牌食品廠泰山企業（1218）則因經營權之爭，員工因禍得福，前公司派處分全家便利商店（5903）持股大進帳，處分利益達54.5億元，佛心的大手筆發放獎金拉攏員工，帶動員工去年平均薪資達約124萬元，較前年一口氣增加43萬元，員工形容，「看到銀行帳戶明細第一時間有種被錢砸到的感覺」。觀光餐旅業受疫情重挫，去年產業復甦即面臨大缺工的難題，各家業者也卯起來加薪搶人，雄獅（2731）、鳳凰（5706）、六角（2732）、豆府（2752）平均薪資皆年增逾2成；雲品（2748）、寒舍（2739）、夏都（2722）、好樂迪（9943）、漢來美食（1268）員工平均薪資則年增12~18%；國賓（2704）平均薪資年增幅度更高達88.9%，攀升至123.7萬元。面對台灣產業薪資嚴重傾斜，一位餐飲業者表示，台灣科技業已打入世界供應鏈，營收規模甚至破兆元，賣腦子、賣創意的工程師得24小時應戰打世界盃，所需付出的腦力、體力、壓力也是世界級的，當然得靠高薪搶人才。餐飲業難洗刷低薪形象反觀餐飲業多數僅攻台灣內需市場，營收規模達百億元就算是餐飲業大咖，加上餐飲業進入門檻低，部份工時員工居大宗，「人力」需求大於「人才」需求，也使得餐飲業遲難洗刷低薪形象。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-08-24,-0.78,"雄獅搶日本市場，包機、鐵道、郵輪齊助攻 。圖為九州七星列車。（JR公司提供）〔記者王憶紅／台北報導〕雄獅（2731）集團積極佈局日本，以季節性包機、掌握稀缺資源、日本公司擴大營運作為策略3箭，搶全球旅客赴日商機。雄獅表示，日本為全球熱門旅遊目的地，也是國人海外旅遊首選，疫後至今，旅客需求大於航空供給，加上日幣匯率走貶等因素，團體旅遊表現十分亮眼，日本線整體營收已回復到疫前70%，為因應賞楓滑雪、農曆新年等旅遊需求，已鎖定國籍航空飛往山形、富山、出雲、德島等地佈局包機，目前北海道地區賞楓行程已完銷，東北賞楓商品也有銷售約90%的佳績。雄獅日本公司為擴大營運規模，今年已搬遷至位於東京虎之門的百坪辦公空間，並擴編人力，以持續深耕目的地旅遊，開拓日本出入境旅遊市場。請繼續往下閱讀...雄獅表示，雄獅掌握稀缺資源，打造奢華鐵道旅遊與主題性行程，包括日前已取得日本九州七星、TRAIN SUITE四季島、曙光瑞風3大頂級觀光列車之包列趟次，更著手規劃各區域特色觀光列車，同時，日本雪季向來也是冬季旅遊一大賣點，滑雪主題相關商品預計自9月開賣，主打苗場、安比高原及藏王等知名雪場，已陸續收到旅客詢問及包團需求，接下來將推出市場獨家、深受玩家喜愛的新潟縣「舞子高原雪場」相關行程，讓旅客輕鬆體驗飯店即雪場的便利。此外，雄獅指出，隨著郵輪旅遊復甦，因此主打一系列前往日本的郵輪行程，如MSC地中海榮耀號「基隆－那霸」雙母港航線，以及獨家推出的「挪威奮進號Norwegian Spirit」行程，更⾸創升級版「台⽇跳島」新玩法，1次玩遍⽇本⽯垣島以及澎湖。雄獅表示，集團持續朝國際化發展，已於日本、韓國、泰國、中國，香港、美國、加拿大、英國、澳洲、紐西蘭等國成立公司，其中日本公司在2009年設立，今年擴大營運規模，於今年搬遷新辦公室，現址位於東京虎之門，緊鄰政治和商業設施中心，強化日本出入境市場的客戶服務。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-09-13,1.51,"山富董座陳國森看今年營運樂觀。（記者王憶紅攝）〔記者王憶紅／台北報導〕旅行社8月營收維持高檔，再加上看好中秋連假商機，以及第4季展望樂觀，旅行社股今日表現不錯，其中，山富（2743）盤中一度攻高漲停108.5元，而五福（2745）、雄獅（2731）等也有5%以上的漲幅。市場人士表示，隨著航空公司陸續恢復航班，出團人次增加，再加上目前團費約較疫情前上漲20-30%，旅行社第3季營收將明顯成長，而第4季航班運能再增加，旅行社第4季業績不看淡。請繼續往下閱讀...山富8月營收4.77億元，月增6.6%，年增8.06倍，山富指出，疫後國人以出境旅遊為主，而山富採取全面佈局策略，隨著大環境對旅遊市場樂觀，加上國人經濟能力好，對全年營運表現樂觀看待。五福8月營收4.76億元，月減12.9%，年增31.19倍，雄獅8月營收21.55億元，月減5.8%，年增7.39倍，而燦星旅（2719）8月營收1.54億元，月增20.6%，年增22.97倍，鳳凰（5706）8月營收2.24億元，月減26%，年增22.11倍，旅天下（6961）8月營收3.08億元，月減8%，年增19.01倍，易飛網（2734）8月營收2.14億元，月增0.1%，年增3.44倍。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-10-05,-1.99,"北市勞動局公布8月份違反勞基法裁罰結果，家樂福違法讓員工加班遭罰110萬元。（資料照）〔記者甘孟霖／台北報導〕台北市政府勞動局今（5日）公布8月份違反勞動基準法裁罰結果，共125家企業遭到裁處，總罰鍰金額826萬元。當中遭罰最多的為家福股份有限公司（家樂福）110萬元，受罰原因為未依法給付加班費，以及未經工會同意讓勞工加班，累犯加重處罰。勞動局長高寶華表示，8月份違反勞基法罰鍰金額前5名依序為，家福股份有限公司（110萬）、指南汽車客運股份有限公司（100萬）、財團法人原住民族文化事業基金會（32萬）、雄獅旅行社股份有限公司（27萬）、僑樂保全股份有限公司（22萬）。請繼續往下閱讀...他說，家福股份有限公司未依法給付勞工平日延長工時工資，且未經工會同意讓勞工延長工時，因該公司遲未獲工會同意延長工時，使得違法次數不斷累積，呼籲公司應積極和工會協商，以免一再觸法。勞動局指出，遭罰單位主要違法事項前5名分別為：未依法給付休息日出勤工資，計24家；未依法給付平日延長工時工資，計21家；未逐日記載出勤時間至分鐘為止，計20家；每7日中未有1例假1休息日，計17家；未依法給付工資，計17家。勞動局呼籲，雇主應將員工視為珍貴資產，遵守勞動法令也負起社會責任。為協助雇主遵守法令，勞動局也推出「勞條健檢師」的服務，雇主可透過「台北市民服務大平台」線上申請，或至勞動局勞動權益中心臨櫃申請，「勞條健檢師」將主動向申請人確認輔導時間、提供服務。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-10-07,-12.86,巴勒斯坦武裝份子「哈瑪斯」（Hamas）今（7）日突然對以色列發動攻擊行動，發射至少5000枚火箭突襲，隨後以色列國防部長葛朗特（Yoav Galant）下令「大規模的後備動員」，誓言將打贏這場戰爭。據悉，目前有5團台灣旅行團、共124人在以色列，全員均安全。
2023-10-07,-6.54,巴勒斯坦激進組織「哈瑪斯」（Hamas）今（7）日發起「阿克薩風暴」行動，朝以色列發射5000枚火箭，以色列緊急宣布全國進入戰備狀態。《TVBS新聞網》獨家掌握，目前有一團17人的台灣旅行團在當地，其他還包括雄獅、永信、巨匠等旅行社，同班機的約有3到5個旅行團；對此，我國交通部觀光署晚間也做出回應，目前共有5個旅行團共124人在當地，行程均未受影響，旅客一切平安。
2023-10-08,-6.82,以色列跟巴勒斯坦爆發衝突，台灣旅行團原先有5團受困當地，包括雄獅、永信、旅天下、以及巨匠旅遊，其中雄獅旅遊已經在8日安排旅客搭機返台，目前還有3團在當地，今天下午陸續入境以色列往耶路撒冷方向前進，後續行程都先行取消待在飯店，等待原訂抵台時間回來。包括雄獅、永信、旅天下、以及巨匠旅遊，其中雄獅旅遊今天提早返台，永信則是行程暫停，找機位安排旅客回來，巨匠董事長則說，國泰航空目前班機正常，否則得把旅客帶往約旦邊境在轉機回台灣，要等到10月11日才有機位。
